NAME,ID,Price,Discount
Dagmar,56127100000000000,2157.0,64.71
Aigneis,56582500000000000,6125.0,183.75
Vivia,50542600000000000,2970.0,89.1
Shaylyn,55235800000000000,6931.0,207.92999999999998
Cristine,58643800000000000,9490.0,284.7
Hannis,53900100000000000,1377.0,41.309999999999995
Paule,53532200000000000,9850.0,295.5
Elvira,57113800000000000,8456.0,253.67999999999998
Cassandra,52505000000000000,7331.0,219.92999999999998
Antonietta,57063400000000000,1772.0,53.16
Jackie,56138500000000000,6591.0,197.73
Lexine,56017800000000000,7947.0,238.41
Loree,50752900000000000,7146.0,214.38
Diena,58078200000000000,9598.0,287.94
Meghann,53211900000000000,1665.0,49.949999999999996
Carmela,50341300000000000,1902.0,57.059999999999995
Lisette,56080900000000000,6508.0,195.23999999999998
Marinna,51281400000000000,4473.0,134.19
Elyssa,52729100000000000,5273.0,158.19
Laure,54694500000000000,8347.0,250.41
Cindelyn,59052200000000000,3389.0,101.67
Sharai,54803000000000000,8405.0,252.14999999999998
Collen,57253800000000000,8993.0,269.78999999999996
Yvonne,51151300000000000,5590.0,167.7
Audrie,53243300000000000,8806.0,264.18
Heddie,52643600000000000,4461.0,133.82999999999998
Cassandra,56492600000000000,9565.0,286.95
Sheree,57077600000000000,4507.0,135.21
Karena,59761700000000000,5912.0,177.35999999999999
Etta,56120300000000000,8954.0,268.62
Correy,54654500000000000,5318.0,159.54
Ardeen,52858600000000000,6643.0,199.29
Fanchon,55179400000000000,2973.0,89.19
Mignon,50464100000000000,3345.0,100.35
Monika,59217900000000000,2131.0,63.93
Claudina,51710700000000000,2777.0,83.31
Roslyn,50770500000000000,9368.0,281.03999999999996
Daryl,56002200000000000,4290.0,128.7
Alleen,50206600000000000,7486.0,224.57999999999998
Magdalena,58599200000000000,7065.0,211.95
Hermione,56484800000000000,7585.0,227.54999999999998
Kaia,53366700000000000,3942.0,118.25999999999999
Hannis,53665300000000000,6193.0,185.79
Pierette,58753400000000000,6320.0,189.6
Maurene,53769000000000000,6878.0,206.34
Cordi,56110800000000000,4373.0,131.19
Zsa Zsa,52522100000000000,7227.0,216.81
Dorene,57069400000000000,8220.0,246.6
Keelia,54682600000000000,3520.0,105.6
Rebeca,55222700000000000,7992.0,239.76
Dennie,52138200000000000,2270.0,68.1
Edith,55193400000000000,1848.0,55.44
Rani,54925900000000000,3503.0,105.08999999999999
Gianina,58102700000000000,7634.0,229.01999999999998
Jackie,58544200000000000,6605.0,198.15
Tani,58078500000000000,6964.0,208.92
Flory,58769400000000000,3834.0,115.02
Jaime,56868400000000000,1743.0,52.29
Kathy,54729300000000000,8462.0,253.85999999999999
Kaia,52449900000000000,9254.0,277.62
Micheline,56700200000000000,4666.0,139.98
Joelly,59002700000000000,4058.0,121.74
Mary,53265600000000000,3829.0,114.86999999999999
Gianina,53660800000000000,3433.0,102.99
Sean,50671800000000000,1856.0,55.68
Cissiee,50225200000000000,7165.0,214.95
Agnese,57762000000000000,8876.0,266.28
Teddie,50456600000000000,6400.0,192.0
Angelique,53164100000000000,9959.0,298.77
Lisette,55225400000000000,6994.0,209.82
Dianemarie,52489900000000000,6464.0,193.92
Nerta,56854700000000000,8014.0,240.42
Kary,52890400000000000,4193.0,125.78999999999999
Constance,56417400000000000,3826.0,114.78
Halette,56882100000000000,2400.0,72.0
Fredericka,54308800000000000,8321.0,249.63
Paulita,59499300000000000,2969.0,89.07
Ernesta,51314400000000000,3137.0,94.11
Mellicent,55946000000000000,6775.0,203.25
Hyacinthe,56863600000000000,1357.0,40.71
Madelle,56385000000000000,8795.0,263.84999999999997
Dulcinea,56866900000000000,5221.0,156.63
Nonnah,58785700000000000,5433.0,162.98999999999998
Edith,51721600000000000,9011.0,270.33
Nyssa,55797600000000000,8060.0,241.79999999999998
Mahalia,52712900000000000,5514.0,165.42
Kristina,53216200000000000,4502.0,135.06
Minne,55522700000000000,4990.0,149.7
Zsa Zsa,51052600000000000,4915.0,147.45
Steffane,55767700000000000,6203.0,186.09
Eolanda,57301500000000000,1973.0,59.19
Anica,58650000000000000,9029.0,270.87
Jasmina,58296700000000000,1193.0,35.79
Merci,50291500000000000,7413.0,222.39
Orelia,53713400000000000,1519.0,45.57
Jenda,53288200000000000,2678.0,80.34
Flo,54539800000000000,8667.0,260.01
Amalie,56765700000000000,8792.0,263.76
Karly,54157900000000000,2073.0,62.19
Randa,53281200000000000,8623.0,258.69
Carolina,55168700000000000,3615.0,108.45
Claresta,54123500000000000,3701.0,111.03
Fawne,53732200000000000,3264.0,97.92
Glynnis,51293400000000000,4275.0,128.25
