NAME,ID,Price,Discount
Janey,69582800000000000,7343.0,293.72
Wilma,61020100000000000,1964.0,78.56
Dawn,65915000000000000,6786.0,271.44
Fanchon,63361800000000000,3264.0,130.56
Orsola,61331300000000000,9821.0,392.84000000000003
Tressa,68986400000000000,6761.0,270.44
Dulcinea,69532300000000000,4453.0,178.12
Elie,61362800000000000,7597.0,303.88
Raf,63258400000000000,9762.0,390.48
Jacenta,69526500000000000,2827.0,113.08
Melodie,64309800000000000,9752.0,390.08
Danny,60199600000000000,2696.0,107.84
Stacey,68247800000000000,9938.0,397.52
Marita,67194300000000000,3901.0,156.04
Lucille,64671100000000000,9559.0,382.36
Nita,62801600000000000,4428.0,177.12
Nita,60899900000000000,1381.0,55.24
Chloris,66025800000000000,1865.0,74.60000000000001
Celestyna,64646800000000000,2113.0,84.52
Jordan,60259000000000000,5718.0,228.72
Esmeralda,62933400000000000,3053.0,122.12
Liana,60151700000000000,7749.0,309.96
Lorenza,66526800000000000,6747.0,269.88
Amalie,66452500000000000,6258.0,250.32
Heddie,61261800000000000,4982.0,199.28
Dulcinea,69801800000000000,8548.0,341.92
Dorice,62221600000000000,5854.0,234.16
Taffy,64665900000000000,9751.0,390.04
Pollyanna,64943400000000000,8800.0,352.0
Clarice,61502500000000000,9873.0,394.92
Lolita,67599900000000000,5718.0,228.72
Nessie,67014100000000000,4227.0,169.08
Zaria,61397100000000000,9488.0,379.52
Max,63654600000000000,4878.0,195.12
Yetty,69444600000000000,3785.0,151.4
Emelina,65952500000000000,4172.0,166.88
Reeba,69894800000000000,6083.0,243.32
Livvyy,61398000000000000,3090.0,123.60000000000001
Gisela,62842700000000000,9613.0,384.52
Elbertina,63996200000000000,4100.0,164.0
Arlina,61376500000000000,8131.0,325.24
Miquela,66901500000000000,5255.0,210.20000000000002
Elora,64843800000000000,8485.0,339.40000000000003
Selma,60678300000000000,2955.0,118.2
Binny,61591100000000000,4373.0,174.92000000000002
Jasmina,67487900000000000,4600.0,184.0
Keelia,69429600000000000,8799.0,351.96
Mahalia,69169000000000000,2820.0,112.8
Fidelia,62752700000000000,2945.0,117.8
Annice,69825900000000000,8767.0,350.68
Dorene,66191000000000000,7661.0,306.44
Anestassia,65819800000000000,9758.0,390.32
Noelle,60387100000000000,8991.0,359.64
Sibella,62741800000000000,6409.0,256.36
Anthia,66697900000000000,2118.0,84.72
Nicoli,62822100000000000,4963.0,198.52
Deirdre,60814700000000000,3347.0,133.88
Cacilie,64108300000000000,5437.0,217.48000000000002
Roz,64672300000000000,4972.0,198.88
Danny,68125500000000000,3891.0,155.64000000000001
Lizzie,65005500000000000,9916.0,396.64
Maryellen,63834600000000000,9536.0,381.44
Blondelle,61510100000000000,2666.0,106.64
Fawne,67626700000000000,8265.0,330.6
Damaris,68366800000000000,5101.0,204.04
Willetta,60159300000000000,2999.0,119.96000000000001
Maryellen,68790000000000000,3163.0,126.52
Annecorinne,60420100000000000,6222.0,248.88
Fredericka,64740200000000000,2102.0,84.08
Gratia,67161700000000000,5958.0,238.32
Nollie,65667000000000000,9548.0,381.92
Nerta,67795400000000000,6081.0,243.24
Jeanna,60542400000000000,5761.0,230.44
Ninnetta,60379400000000000,5216.0,208.64000000000001
Gerianna,69435500000000000,9833.0,393.32
Alejandra,66589400000000000,3929.0,157.16
Ronna,64274900000000000,3044.0,121.76
Anallese,64429500000000000,3713.0,148.52
Kaia,65062800000000000,4427.0,177.08
Elise,69526000000000000,2584.0,103.36
Sarette,68605000000000000,3288.0,131.52
Cacilie,64161500000000000,3864.0,154.56
Blake,60267200000000000,5454.0,218.16
Ninnetta,69756400000000000,9690.0,387.6
Ada,63633000000000000,3725.0,149.0
Cordi,64597800000000000,8686.0,347.44
Felice,63210900000000000,3391.0,135.64000000000001
Barbi,67896900000000000,8252.0,330.08
Celestyna,68963200000000000,7434.0,297.36
Carmencita,66408000000000000,3754.0,150.16
Merry,69363800000000000,2778.0,111.12
Emelina,65565700000000000,7131.0,285.24
Brooks,67491800000000000,2924.0,116.96000000000001
Barbara,63842600000000000,3744.0,149.76
Winifred,69734600000000000,8170.0,326.8
Blondelle,61234700000000000,4272.0,170.88
Rhea,62326000000000000,8007.0,320.28000000000003
Lulita,69561000000000000,5704.0,228.16
Cherrita,67721700000000000,5487.0,219.48000000000002
Caressa,64887500000000000,7343.0,293.72
Lorne,68341700000000000,7042.0,281.68
